gene,transcript,score,pvalue,qvalue,info
AGGF1,ENST00000312916,0.0710,0.2297,0.8238,oncogene
NAA35,ENST00000361671,0.0310,0.6674,0.9678,oncogene
PDZRN3,ENST00000263666,0.0800,0.1794,0.8055,oncogene
MRGPRD,ENST00000309106,0.0520,0.3848,0.8906,oncogene
MAP9,ENST00000311277,0.0810,0.1746,0.8055,oncogene
METTL8,ENST00000375258,0.0400,0.5457,0.9424,oncogene
ANO9,ENST00000332826,0.0350,0.6045,0.9622,oncogene
OR4C3,ENST00000319856,0.0440,0.4905,0.9226,oncogene
RGS13,ENST00000391995,0.0400,0.5457,0.9424,oncogene
HEATR4,ENST00000553558,0.0330,0.6356,0.9622,oncogene
ADAM8,ENST00000445355,0.0450,0.4647,0.9143,oncogene
KCNA7,ENST00000221444,0.0270,0.7324,0.9779,oncogene
HIST3H2BB,ENST00000369160,0.0320,0.6674,0.9678,oncogene
ZNF350,ENST00000243644,0.0370,0.5891,0.9622,oncogene
ARHGAP15,ENST00000295095,0.0720,0.2234,0.8238,oncogene
SDCCAG3,ENST00000357365,0.0620,0.2928,0.8503,oncogene
MYLK2,ENST00000375994,0.0610,0.3012,0.8537,oncogene
MAML1,ENST00000292599,0.0580,0.3266,0.8657,oncogene
OR2T2,ENST00000342927,0.0100,0.9554,0.9915,oncogene
ATP9B,ENST00000426216,0.0500,0.4064,0.9006,oncogene
F7,ENST00000375581,0.0240,0.7792,0.9843,oncogene
SLC25A46,ENST00000355943,0.0410,0.5174,0.9316,oncogene
TRPC7,ENST00000513104,0.0680,0.2491,0.8415,oncogene
SELL,ENST00000236147,0.0200,0.8531,0.9915,oncogene
SIDT2,ENST00000324225,0.0290,0.7000,0.9742,oncogene
TTBK1,ENST00000259750,0.0690,0.2491,0.8415,oncogene
P4HA2,ENST00000401867,0.0570,0.3454,0.8729,oncogene
FAM19A5,ENST00000402357,0.0460,0.4523,0.9116,oncogene
ZNF528,ENST00000360465,0.0280,0.7158,0.9744,oncogene
VPS9D1,ENST00000389386,0.0400,0.5457,0.9424,oncogene
CRHR1,ENST00000398285,0.0640,0.2775,0.8466,oncogene
ZNF597,ENST00000301744,0.0420,0.5037,0.9316,oncogene
BBS7,ENST00000264499,0.0510,0.3954,0.8950,oncogene
XKR7,ENST00000562532,0.0230,0.7937,0.9843,oncogene
PHACTR1,ENST00000379350,0.0480,0.4281,0.9036,oncogene
GALNT13,ENST00000392825,0.0470,0.4402,0.9089,oncogene
MTMR4,ENST00000323456,0.0830,0.1653,0.8000,oncogene
GABRG3,ENST00000333743,0.0460,0.4523,0.9116,oncogene
FPGT-TNNI3K,ENST00000557284,0.0340,0.6356,0.9622,oncogene
YPEL5,ENST00000379520,0.0550,0.3549,0.8823,oncogene
ARHGAP28,ENST00000419673,0.0480,0.4281,0.9036,oncogene
SAP30BP,ENST00000584667,0.0390,0.5457,0.9424,oncogene
ANKRD30B,ENST00000358984,0.0320,0.6512,0.9623,oncogene
RAB11FIP4,ENST00000325874,0.0410,0.5174,0.9316,oncogene
COMMD3,ENST00000376836,0.0300,0.6834,0.9710,oncogene
SGTB,ENST00000381007,0.0600,0.3094,0.8552,oncogene
ZNF790,ENST00000356725,0.0210,0.8248,0.9915,oncogene
CACNB4,ENST00000539935,0.0380,0.5746,0.9622,oncogene
NBPF12,ENST00000442909,0.0370,0.5891,0.9622,oncogene
CREB3L2,ENST00000330387,0.0560,0.3454,0.8729,oncogene
TECTA,ENST00000392793,0.0450,0.4647,0.9143,oncogene
MEIOB,ENST00000412554,0.0250,0.7635,0.9824,oncogene
PIGS,ENST00000308360,0.0580,0.3266,0.8657,oncogene
LAMA2,ENST00000421865,0.0290,0.7000,0.9742,oncogene
GRIPAP1,ENST00000376441,0.0740,0.2174,0.8182,oncogene
ARRDC4,ENST00000268042,0.0440,0.4905,0.9226,oncogene
CES5A,ENST00000521992,0.0370,0.5891,0.9622,oncogene
CTCFL,ENST00000423479,0.0860,0.1524,0.7928,oncogene
ZNF236,ENST00000253159,0.0280,0.7158,0.9744,oncogene
SCGB2A1,ENST00000244930,0.0360,0.6045,0.9622,oncogene
SH3GLB2,ENST00000372564,0.0430,0.4905,0.9226,oncogene
KIAA0226,ENST00000296343,0.0710,0.2297,0.8238,oncogene
MYO1F,ENST00000338257,0.0760,0.2000,0.8101,oncogene
APOBEC3G,ENST00000407997,0.0550,0.3549,0.8823,oncogene
LRWD1,ENST00000292616,0.0420,0.5037,0.9316,oncogene
MRPL49,ENST00000279242,0.0270,0.7324,0.9779,oncogene
EYA1,ENST00000340726,0.0540,0.3643,0.8848,oncogene
INSIG2,ENST00000245787,0.0590,0.3179,0.8657,oncogene
ANKRD54,ENST00000215941,0.0310,0.6674,0.9678,oncogene
KLHL30,ENST00000409223,0.0280,0.7158,0.9744,oncogene
PLEK,ENST00000234313,0.0360,0.5891,0.9622,oncogene
UNC13B,ENST00000378495,0.0670,0.2557,0.8415,oncogene
FBXO41,ENST00000521871,0.0420,0.5037,0.9316,oncogene
POFUT2,ENST00000349485,0.0270,0.7324,0.9779,oncogene
DCLRE1A,ENST00000361384,0.0470,0.4402,0.9089,oncogene
RPS6KL1,ENST00000555647,0.0280,0.7158,0.9744,oncogene
PHLDB3,ENST00000292140,0.0750,0.2058,0.8136,oncogene
FASTKD5,ENST00000380266,0.0810,0.1746,0.8055,oncogene
TBX6,ENST00000395224,0.0340,0.6201,0.9622,oncogene
KIAA0391,ENST00000534898,0.0570,0.3454,0.8729,oncogene
ZC3H12C,ENST00000278590,0.0290,0.7000,0.9742,oncogene
ANAPC11,ENST00000357385,0.0290,0.7000,0.9742,oncogene
MRPS23,ENST00000313608,0.0580,0.3266,0.8657,oncogene
GALP,ENST00000357330,0.0240,0.7792,0.9843,oncogene
C8orf44,ENST00000519561,0.0220,0.8248,0.9915,oncogene
KRT37,ENST00000225550,0.0350,0.6045,0.9622,oncogene
KRT33B,ENST00000251646,0.0230,0.7937,0.9843,oncogene
NDST1,ENST00000261797,0.0460,0.4523,0.9116,oncogene
KRT24,ENST00000264651,0.0490,0.4171,0.9012,oncogene
NRG2,ENST00000361474,0.0480,0.4281,0.9036,oncogene
MCTS1,ENST00000371315,0.0570,0.3454,0.8729,oncogene
KIF18B,ENST00000593135,0.0570,0.3359,0.8729,oncogene
ZADH2,ENST00000322342,0.0520,0.3848,0.8906,oncogene
CCDC12,ENST00000425441,0.0730,0.2174,0.8182,oncogene
BAALC,ENST00000309982,0.0120,0.9369,0.9915,oncogene
SYNPO,ENST00000394243,0.0720,0.2297,0.8238,oncogene
IGSF9,ENST00000368094,0.0440,0.4905,0.9226,oncogene
TPH1,ENST00000250018,0.0260,0.7484,0.9803,oncogene
PPIP5K2,ENST00000321521,0.0800,0.1794,0.8055,oncogene
TRADD,ENST00000345057,0.0350,0.6045,0.9622,oncogene
ZNF473,ENST00000595661,0.0660,0.2628,0.8440,oncogene
ZNF488,ENST00000395702,0.0330,0.6356,0.9622,oncogene
ARHGEF10,ENST00000349830,0.0690,0.2423,0.8395,oncogene
TNP2,ENST00000312693,0.0450,0.4647,0.9143,oncogene
KCNV1,ENST00000524391,0.0520,0.3848,0.8906,oncogene
OXLD1,ENST00000374741,0.0260,0.7484,0.9803,oncogene
LTK,ENST00000263800,0.0720,0.2234,0.8238,oncogene
ZNF808,ENST00000359798,0.0440,0.4905,0.9226,oncogene
FAM69B,ENST00000371692,0.0280,0.7158,0.9744,oncogene
JAG2,ENST00000331782,0.0580,0.3266,0.8657,oncogene
CENPI,ENST00000372927,0.0630,0.2853,0.8466,oncogene
BBX,ENST00000325805,0.0780,0.1896,0.8070,oncogene
PIF1,ENST00000268043,0.0240,0.7792,0.9843,oncogene
DDRGK1,ENST00000354488,0.0650,0.2699,0.8441,oncogene
LIN37,ENST00000301159,0.0710,0.2297,0.8238,oncogene
TMCO4,ENST00000294543,0.0240,0.7792,0.9843,oncogene
METAP1,ENST00000296411,0.0290,0.7000,0.9742,oncogene
SPR,ENST00000234454,0.0240,0.7792,0.9843,oncogene
C7,ENST00000313164,0.0580,0.3266,0.8657,oncogene
PPP1R3D,ENST00000370996,0.0390,0.5457,0.9424,oncogene
GPR52,ENST00000367685,0.0660,0.2628,0.8440,oncogene
LGI4,ENST00000310123,0.0430,0.4905,0.9226,oncogene
LGALS14,ENST00000360675,0.0110,0.9554,0.9915,oncogene
PIK3CD,ENST00000377346,0.0790,0.1845,0.8070,oncogene
KIF21B,ENST00000422435,0.0690,0.2423,0.8395,oncogene
THAP4,ENST00000407315,0.0550,0.3549,0.8823,oncogene
FLVCR2,ENST00000238667,0.0360,0.6045,0.9622,oncogene
MINPP1,ENST00000371996,0.0750,0.2058,0.8136,oncogene
TPO,ENST00000345913,0.0460,0.4523,0.9116,oncogene
GRXCR1,ENST00000399770,0.0260,0.7484,0.9803,oncogene
ZNF532,ENST00000336078,0.0510,0.3954,0.8950,oncogene
OR52R1,ENST00000356069,0.0190,0.8531,0.9915,oncogene
MOSPD2,ENST00000380492,0.0580,0.3266,0.8657,oncogene
ARHGEF25,ENST00000333972,0.0400,0.5313,0.9386,oncogene
MYH15,ENST00000273353,0.0510,0.3954,0.8950,oncogene
FAM120B,ENST00000476287,0.0670,0.2557,0.8415,oncogene
TOPAZ1,ENST00000309765,0.0400,0.5313,0.9386,oncogene
VGLL2,ENST00000326274,0.0530,0.3743,0.8851,oncogene
BACH2,ENST00000257749,0.0530,0.3848,0.8906,oncogene
MRAP2,ENST00000257776,0.0330,0.6512,0.9623,oncogene
BAK1,ENST00000374467,0.0200,0.8387,0.9915,oncogene
DPCR1,ENST00000462446,0.0390,0.5457,0.9424,oncogene
TSPAN3,ENST00000267970,0.0500,0.4064,0.9006,oncogene
PLEKHG6,ENST00000396988,0.0300,0.6834,0.9710,oncogene
ARL4A,ENST00000396663,0.0500,0.4064,0.9006,oncogene
POLQ,ENST00000264233,0.0380,0.5601,0.9459,oncogene
SAMD7,ENST00000428432,0.0310,0.6674,0.9678,oncogene
UQCC2,ENST00000607484,0.0460,0.4523,0.9116,oncogene
PNPLA1,ENST00000394571,0.0470,0.4402,0.9089,oncogene
LMBR1L,ENST00000267102,0.0390,0.5457,0.9424,oncogene
ARL1,ENST00000261636,0.0540,0.3643,0.8848,oncogene
QRSL1,ENST00000369046,0.0270,0.7324,0.9779,oncogene
THSD4,ENST00000355327,0.0360,0.6045,0.9622,oncogene
C7orf62,ENST00000297203,0.0310,0.6674,0.9678,oncogene
GAS2L3,ENST00000539410,0.0510,0.3954,0.8950,oncogene
ATAT1,ENST00000330083,0.0200,0.8387,0.9915,oncogene
DDO,ENST00000368924,0.0420,0.5174,0.9316,oncogene
TJAP1,ENST00000372445,0.0340,0.6201,0.9622,oncogene
UBE2Q2,ENST00000267938,0.0230,0.7937,0.9843,oncogene
KHDC1,ENST00000370384,0.0400,0.5313,0.9386,oncogene
ZNF746,ENST00000458143,0.0790,0.1845,0.8070,oncogene
B3GALTL,ENST00000343307,0.0350,0.6045,0.9622,oncogene
SH2D3C,ENST00000314830,0.0480,0.4281,0.9036,oncogene
MGAT4C,ENST00000604798,0.0360,0.6045,0.9622,oncogene
ZXDC,ENST00000389709,0.0690,0.2423,0.8395,oncogene
DMTN,ENST00000523266,0.0760,0.2000,0.8101,oncogene
WDFY4,ENST00000325239,0.0480,0.4281,0.9036,oncogene
SCAI,ENST00000373549,0.0310,0.6674,0.9678,oncogene
FGFRL1,ENST00000398484,0.0460,0.4523,0.9116,oncogene
HECA,ENST00000367658,0.0250,0.7635,0.9824,oncogene
CNTN6,ENST00000446702,0.0520,0.3848,0.8906,oncogene
PIK3CG,ENST00000359195,0.0650,0.2699,0.8441,oncogene
C12orf4,ENST00000261250,0.0290,0.7000,0.9742,oncogene
DNASE1L2,ENST00000564065,0.0220,0.8248,0.9915,oncogene
NISCH,ENST00000345716,0.0410,0.5174,0.9316,oncogene
CX3CR1,ENST00000358309,0.0430,0.4905,0.9226,oncogene
MAB21L2,ENST00000317605,0.0250,0.7635,0.9824,oncogene
TNNI1,ENST00000361379,0.0540,0.3643,0.8848,oncogene
ZBTB46,ENST00000245663,0.0710,0.2297,0.8238,oncogene
TOR1AIP1,ENST00000606911,0.0600,0.3094,0.8552,oncogene
RASGRP1,ENST00000310803,0.0770,0.2000,0.8101,oncogene
OR5B17,ENST00000357377,0.0180,0.8802,0.9915,oncogene
SLC30A8,ENST00000456015,0.0480,0.4281,0.9036,oncogene
GRHL1,ENST00000324907,0.0400,0.5313,0.9386,oncogene
METTL18,ENST00000310392,0.0400,0.5313,0.9386,oncogene
FAM118B,ENST00000533050,0.0410,0.5174,0.9316,oncogene
HDDC3,ENST00000330334,0.0540,0.3743,0.8851,oncogene
DKKL1,ENST00000221498,0.0270,0.7324,0.9779,oncogene
C4BPA,ENST00000367070,0.0170,0.8928,0.9915,oncogene
GABRB3,ENST00000311550,0.0690,0.2423,0.8395,oncogene
PPY,ENST00000591228,0.0110,0.9554,0.9915,oncogene
NR1I3,ENST00000367980,0.0490,0.4171,0.9012,oncogene
NTPCR,ENST00000366628,0.0290,0.7000,0.9742,oncogene
PKIB,ENST00000258014,0.0380,0.5601,0.9459,oncogene
NT5C,ENST00000245552,0.0480,0.4281,0.9036,oncogene
IKBIP,ENST00000299157,0.0540,0.3643,0.8848,oncogene
COBL,ENST00000265136,0.0720,0.2234,0.8238,oncogene
PGLYRP2,ENST00000340880,0.0530,0.3743,0.8851,oncogene
E2F2,ENST00000361729,0.0300,0.6834,0.9710,oncogene
KRT25,ENST00000312150,0.0360,0.6045,0.9622,oncogene
GTF2H3,ENST00000543341,0.0360,0.6045,0.9622,oncogene
PDE8B,ENST00000264917,0.0560,0.3454,0.8729,oncogene
RNF39,ENST00000244360,0.0290,0.7000,0.9742,oncogene
PCDHGB6,ENST00000520790,0.0270,0.7324,0.9779,oncogene
R3HDML,ENST00000217043,0.0140,0.9168,0.9915,oncogene
WDR75,ENST00000314761,0.0540,0.3643,0.8848,oncogene
KIN,ENST00000379562,0.0320,0.6512,0.9623,oncogene
FGF22,ENST00000215530,0.0360,0.6045,0.9622,oncogene
CDHR5,ENST00000358353,0.0420,0.5174,0.9316,oncogene
NOP9,ENST00000267425,0.0660,0.2628,0.8440,oncogene
ARHGAP36,ENST00000276211,0.0370,0.5891,0.9622,oncogene
C22orf46,ENST00000402966,0.0440,0.4778,0.9226,oncogene
METTL3,ENST00000298717,0.0540,0.3643,0.8848,oncogene
SLC43A1,ENST00000278426,0.0270,0.7324,0.9779,oncogene
DPP6,ENST00000377770,0.0410,0.5174,0.9316,oncogene
NBPF20,ENST00000369202,0.0470,0.4402,0.9089,oncogene
REM1,ENST00000201979,0.0100,0.9634,0.9915,oncogene
ULK4,ENST00000301831,0.0650,0.2699,0.8441,oncogene
ZNF98,ENST00000357774,0.0410,0.5174,0.9316,oncogene
IRF2BP1,ENST00000302165,0.0580,0.3266,0.8657,oncogene
FAM151A,ENST00000302250,0.0390,0.5457,0.9424,oncogene
SPTBN5,ENST00000320955,0.0260,0.7484,0.9803,oncogene
TLCD1,ENST00000292090,0.0150,0.9053,0.9915,oncogene
PCDHB6,ENST00000231136,0.0450,0.4647,0.9143,oncogene
SLC44A3,ENST00000271227,0.0440,0.4905,0.9226,oncogene
KLHL24,ENST00000454652,0.0620,0.2928,0.8503,oncogene
IFRD2,ENST00000429673,0.0780,0.1896,0.8070,oncogene
RFWD3,ENST00000361070,0.0620,0.2928,0.8503,oncogene
RPF1,ENST00000370654,0.0220,0.8248,0.9915,oncogene
IDH3B,ENST00000380843,0.0660,0.2699,0.8441,oncogene
ABCG8,ENST00000272286,0.0330,0.6356,0.9622,oncogene
SCLT1,ENST00000281142,0.0780,0.1896,0.8070,oncogene
LXN,ENST00000264265,0.0610,0.3012,0.8537,oncogene
ZNF804A,ENST00000302277,0.0390,0.5457,0.9424,oncogene
NOVA2,ENST00000263257,0.0410,0.5174,0.9316,oncogene
NUCB1,ENST00000405315,0.0350,0.6201,0.9622,oncogene
CCDC110,ENST00000307588,0.0580,0.3266,0.8657,oncogene
C1QTNF3,ENST00000382065,0.0310,0.6674,0.9678,oncogene
DPEP2,ENST00000412757,0.0690,0.2423,0.8395,oncogene
MTMR11,ENST00000439741,0.0460,0.4523,0.9116,oncogene
DYRK3,ENST00000367109,0.0340,0.6201,0.9622,oncogene
ARHGEF26,ENST00000356448,0.0740,0.2174,0.8182,oncogene
SERPINI1,ENST00000295777,0.0430,0.4905,0.9226,oncogene
KIRREL2,ENST00000360202,0.0620,0.2928,0.8503,oncogene
GRTP1,ENST00000375431,0.0410,0.5174,0.9316,oncogene
TTC23L,ENST00000505624,0.0430,0.4905,0.9226,oncogene
LSM1,ENST00000311351,0.0230,0.7937,0.9843,oncogene
ZNF510,ENST00000375231,0.0220,0.8095,0.9915,oncogene
MYLPF,ENST00000322861,0.0270,0.7324,0.9779,oncogene
HS6ST2,ENST00000521489,0.0390,0.5457,0.9424,oncogene
ACTR10,ENST00000254286,0.0590,0.3179,0.8657,oncogene
MRPS18C,ENST00000295491,0.0410,0.5174,0.9316,oncogene
KIAA1045,ENST00000242315,0.0460,0.4523,0.9116,oncogene
1-Mar,ENST00000503008,0.0350,0.6045,0.9622,oncogene
KBTBD8,ENST00000417314,0.0600,0.3094,0.8552,oncogene
MVB12B,ENST00000361171,0.0570,0.3454,0.8729,oncogene
FAM81A,ENST00000288228,0.0160,0.8928,0.9915,oncogene
MOXD1,ENST00000367963,0.0440,0.4905,0.9226,oncogene
CES2,ENST00000317091,0.0420,0.5174,0.9316,oncogene
AJUBA,ENST00000262713,0.0490,0.4171,0.9012,oncogene
MYBPC3,ENST00000545968,0.0650,0.2699,0.8441,oncogene
GBAS,ENST00000322090,0.0250,0.7635,0.9824,oncogene
AP3S1,ENST00000316788,0.0540,0.3643,0.8848,oncogene
TSEN15,ENST00000361641,0.0470,0.4402,0.9089,oncogene
PRSS35,ENST00000536636,0.0180,0.8802,0.9915,oncogene
PSMB8,ENST00000374882,0.0520,0.3848,0.8906,oncogene
C2orf16,ENST00000408964,0.0440,0.4905,0.9226,oncogene
LGALS9B,ENST00000324290,0.0650,0.2699,0.8441,oncogene
NXPH4,ENST00000349394,0.0270,0.7324,0.9779,oncogene
MMRN1,ENST00000394980,0.0500,0.4064,0.9006,oncogene
FAM50A,ENST00000393600,0.0130,0.9269,0.9915,oncogene
ADAMTS5,ENST00000284987,0.0400,0.5313,0.9386,oncogene
GPATCH3,ENST00000361720,0.0460,0.4523,0.9116,oncogene
CPD,ENST00000225719,0.0640,0.2775,0.8466,oncogene
RNH1,ENST00000534797,0.0300,0.6834,0.9710,oncogene
NRDE2,ENST00000354366,0.0410,0.5174,0.9316,oncogene
RFPL3,ENST00000249007,0.0690,0.2423,0.8395,oncogene
ABI1,ENST00000376142,0.0330,0.6356,0.9622,oncogene
GPR50,ENST00000218316,0.0710,0.2297,0.8238,oncogene
ZDHHC2,ENST00000262096,0.0350,0.6045,0.9622,oncogene
GDA,ENST00000238018,0.0490,0.4171,0.9012,oncogene
XYLT1,ENST00000261381,0.0680,0.2491,0.8415,oncogene
SNAP47,ENST00000366759,0.0830,0.1698,0.8000,oncogene
MYF6,ENST00000228641,0.0470,0.4402,0.9089,oncogene
ST6GALNAC5,ENST00000477717,0.0410,0.5174,0.9316,oncogene
GRM3,ENST00000361669,0.0480,0.4281,0.9036,oncogene
YTHDF2,ENST00000373812,0.0250,0.7635,0.9824,oncogene
SLC35F6,ENST00000344420,0.0260,0.7484,0.9803,oncogene
CCDC37,ENST00000352312,0.0230,0.7937,0.9843,oncogene
BCORL1,ENST00000540052,0.0370,0.5891,0.9622,oncogene
MASTL,ENST00000375940,0.0610,0.3012,0.8537,oncogene
ZNF280B,ENST00000360412,0.0280,0.7158,0.9744,oncogene
PCDHA5,ENST00000529859,0.0440,0.4905,0.9226,oncogene
FGD4,ENST00000427716,0.0300,0.6834,0.9710,oncogene
BLOC1S1,ENST00000548925,0.0720,0.2234,0.8238,oncogene
UBXN2B,ENST00000399598,0.0590,0.3179,0.8657,oncogene
HOXB2,ENST00000330070,0.0410,0.5174,0.9316,oncogene
ROBO3,ENST00000397801,0.0730,0.2174,0.8182,oncogene
LDB3,ENST00000429277,0.0780,0.1896,0.8070,oncogene
TTPAL,ENST00000372904,0.0360,0.5891,0.9622,oncogene
ZNF91,ENST00000300619,0.0360,0.6045,0.9622,oncogene
TUBGCP6,ENST00000248846,0.0700,0.2423,0.8395,oncogene
PCTP,ENST00000268896,0.0340,0.6201,0.9622,oncogene
SLCO1B1,ENST00000256958,0.0300,0.6834,0.9710,oncogene
CADM4,ENST00000222374,0.0380,0.5601,0.9459,oncogene
FAM227B,ENST00000299338,0.0320,0.6512,0.9623,oncogene
CRIP2,ENST00000483017,0.0450,0.4647,0.9143,oncogene
GPAM,ENST00000348367,0.0680,0.2491,0.8415,oncogene
EYA4,ENST00000367895,0.0350,0.6045,0.9622,oncogene
OSBPL3,ENST00000313367,0.0670,0.2557,0.8415,oncogene
ARHGAP22,ENST00000417912,0.0230,0.7937,0.9843,oncogene
DFFB,ENST00000378209,0.0610,0.3012,0.8537,oncogene
MAGEB16,ENST00000399989,0.0210,0.8387,0.9915,oncogene
OTOG,ENST00000399391,0.0300,0.6834,0.9710,oncogene
MAMDC4,ENST00000317446,0.0520,0.3848,0.8906,oncogene
ZNF558,ENST00000601372,0.0290,0.7000,0.9742,oncogene
DIXDC1,ENST00000440460,0.0680,0.2491,0.8415,oncogene
RUNDC3B,ENST00000338056,0.0570,0.3359,0.8729,oncogene
ASPSCR1,ENST00000306729,0.0510,0.3954,0.8950,oncogene
TMED4,ENST00000457408,0.0270,0.7324,0.9779,oncogene
ZSCAN12,ENST00000361028,0.0250,0.7635,0.9824,oncogene
GSX1,ENST00000302945,0.0280,0.7158,0.9744,oncogene
FAM9A,ENST00000543214,0.0320,0.6512,0.9623,oncogene
USH2A,ENST00000307340,0.0430,0.4905,0.9226,oncogene
TSTD2,ENST00000341170,0.0360,0.6045,0.9622,oncogene
ESAM,ENST00000278927,0.0420,0.5037,0.9316,oncogene
PDE7B,ENST00000308191,0.0320,0.6512,0.9623,oncogene
TET1,ENST00000373644,0.0470,0.4402,0.9089,oncogene
ERCC6L2,ENST00000288985,0.0660,0.2628,0.8440,oncogene
INIP,ENST00000374242,0.0420,0.5174,0.9316,oncogene
HTR4,ENST00000314512,0.0240,0.7792,0.9843,oncogene
MOCS3,ENST00000244051,0.0170,0.8802,0.9915,oncogene
GNPDA1,ENST00000508177,0.0230,0.7937,0.9843,oncogene
PCYT1A,ENST00000292823,0.0310,0.6674,0.9678,oncogene
ANXA9,ENST00000368947,0.0270,0.7324,0.9779,oncogene
CPT1C,ENST00000392518,0.0620,0.2928,0.8503,oncogene
ACSM1,ENST00000307493,0.0420,0.5174,0.9316,oncogene
CNN2,ENST00000263097,0.0500,0.4064,0.9006,oncogene
PREPL,ENST00000409936,0.0610,0.3012,0.8537,oncogene
ARMC9,ENST00000349938,0.0430,0.4905,0.9226,oncogene
MICALL2,ENST00000297508,0.0800,0.1794,0.8055,oncogene
SEC16B,ENST00000308284,0.0420,0.5174,0.9316,oncogene
SH3PXD2A,ENST00000355946,0.0710,0.2297,0.8238,oncogene
ELP6,ENST00000296149,0.0700,0.2363,0.8374,oncogene
STYX,ENST00000354586,0.0330,0.6356,0.9622,oncogene
RORA,ENST00000261523,0.0430,0.4905,0.9226,oncogene
MOB3B,ENST00000262244,0.0660,0.2628,0.8440,oncogene
CLCA2,ENST00000370565,0.0650,0.2699,0.8441,oncogene
WDR60,ENST00000407559,0.0710,0.2297,0.8238,oncogene
C21orf59,ENST00000290155,0.0470,0.4402,0.9089,oncogene
RAB24,ENST00000303251,0.0440,0.4778,0.9226,oncogene
PRDM9,ENST00000296682,0.0430,0.4905,0.9226,oncogene
ZBTB39,ENST00000300101,0.0320,0.6512,0.9623,oncogene
RNASEL,ENST00000367559,0.0360,0.6045,0.9622,oncogene
LIG1,ENST00000263274,0.0560,0.3454,0.8729,oncogene
HIST1H4H,ENST00000289352,0.0390,0.5601,0.9459,oncogene
RGPD3,ENST00000409886,0.0360,0.5891,0.9622,oncogene
SYT14,ENST00000422431,0.0440,0.4778,0.9226,oncogene
SCP2,ENST00000371514,0.0510,0.3954,0.8950,oncogene
ADIPOQ,ENST00000412955,0.0410,0.5174,0.9316,oncogene
PALLD,ENST00000505667,0.0730,0.2174,0.8182,oncogene
FAM83E,ENST00000263266,0.0350,0.6045,0.9622,oncogene
IQSEC1,ENST00000273221,0.0450,0.4647,0.9143,oncogene
MORN3,ENST00000355329,0.0650,0.2699,0.8441,oncogene
NIPAL2,ENST00000341166,0.0310,0.6674,0.9678,oncogene
SLC6A5,ENST00000525748,0.0610,0.3012,0.8537,oncogene
CFB,ENST00000456570,0.0280,0.7158,0.9744,oncogene
LAMB4,ENST00000388781,0.0310,0.6674,0.9678,oncogene
EXOSC7,ENST00000265564,0.0540,0.3643,0.8848,oncogene
ROPN1L,ENST00000503804,0.0590,0.3266,0.8657,oncogene
DNAJC19,ENST00000382564,0.0390,0.5457,0.9424,oncogene
SLC27A6,ENST00000262462,0.0580,0.3266,0.8657,oncogene
PRPF40B,ENST00000548825,0.0330,0.6356,0.9622,oncogene
TLR6,ENST00000436693,0.0510,0.3954,0.8950,oncogene
AHR,ENST00000242057,0.0680,0.2491,0.8415,oncogene
DIP2C,ENST00000280886,0.0500,0.4064,0.9006,oncogene
DEPTOR,ENST00000286234,0.0300,0.6834,0.9710,oncogene
CWC27,ENST00000381070,0.0780,0.1896,0.8070,oncogene
IGSF10,ENST00000282466,0.0430,0.4905,0.9226,oncogene
C14orf37,ENST00000267485,0.0500,0.4064,0.9006,oncogene
MARVELD2,ENST00000325631,0.0640,0.2775,0.8466,oncogene
ZNF184,ENST00000211936,0.0310,0.6674,0.9678,oncogene
GGN,ENST00000334928,0.0370,0.5891,0.9622,oncogene
EPPIN,ENST00000555685,0.0570,0.3359,0.8729,oncogene
PRPS1L1,ENST00000506618,0.0460,0.4523,0.9116,oncogene
ZNF610,ENST00000403906,0.0280,0.7158,0.9744,oncogene
OR5H15,ENST00000356526,0.0270,0.7324,0.9779,oncogene
TMEM252,ENST00000377311,0.0270,0.7324,0.9779,oncogene
DGCR2,ENST00000263196,0.0470,0.4402,0.9089,oncogene
CCDC178,ENST00000383096,0.0390,0.5457,0.9424,oncogene
OR52I2,ENST00000312614,0.0420,0.5174,0.9316,oncogene
AARSD1,ENST00000427569,0.0470,0.4402,0.9089,oncogene
EAPP,ENST00000250454,0.0660,0.2628,0.8440,oncogene
KIAA0556,ENST00000261588,0.0580,0.3266,0.8657,oncogene
LY75-CD302,ENST00000504764,0.0350,0.6201,0.9622,oncogene
CAMKV,ENST00000477224,0.0580,0.3266,0.8657,oncogene
ACAD11,ENST00000264990,0.0760,0.2000,0.8101,oncogene
GALNT18,ENST00000227756,0.0400,0.5313,0.9386,oncogene
MEX3C,ENST00000406189,0.0630,0.2853,0.8466,oncogene
LCAT,ENST00000264005,0.0500,0.4064,0.9006,oncogene
ATG4B,ENST00000404914,0.0640,0.2853,0.8466,oncogene
TXNRD2,ENST00000400521,0.0590,0.3266,0.8657,oncogene
AK4,ENST00000395334,0.0240,0.7792,0.9843,oncogene
ZKSCAN4,ENST00000377294,0.0340,0.6356,0.9622,oncogene
AGR2,ENST00000419304,0.0280,0.7158,0.9744,oncogene
SLC25A1,ENST00000215882,0.0540,0.3643,0.8848,oncogene
KIF12,ENST00000374118,0.0280,0.7158,0.9744,oncogene
CHTOP,ENST00000368694,0.0560,0.3454,0.8729,oncogene
YPEL1,ENST00000339468,0.0460,0.4523,0.9116,oncogene
NIT1,ENST00000368009,0.0460,0.4523,0.9116,oncogene
